Navn,Stasjon,Tid(norsk normaltid),Lufttemperatur
Kjevik,SN39040,19.06.2022 12:50,37.4
Kjevik,SN39040,19.06.2022 13:20,37.4
Kjevik,SN39040,19.06.2022 13:50,39.2
Kjevik,SN39040,19.06.2022 14:20,39.2
Kjevik,SN39040,19.06.2022 14:50,39.2
Kjevik,SN39040,19.06.2022 15:20,39.2
Kjevik,SN39040,19.06.2022 15:50,41.0
Kjevik,SN39040,19.06.2022 16:20,39.2
Kjevik,SN39040,19.06.2022 16:50,39.2
Kjevik,SN39040,19.06.2022 17:20,39.2
Kjevik,SN39040,19.06.2022 17:50,39.2
Kjevik,SN39040,19.06.2022 18:20,39.2
Kjevik,SN39040,19.06.2022 18:50,39.2
Kjevik,SN39040,19.06.2022 19:20,37.4
Kjevik,SN39040,19.06.2022 19:50,37.4
Kjevik,SN39040,19.06.2022 20:20,37.4
Kjevik,SN39040,19.06.2022 20:50,37.4
Kjevik,SN39040,19.06.2022 21:20,35.6
Kjevik,SN39040,19.06.2022 21:50,33.8
Kjevik,SN39040,19.06.2022 22:20,32.0
Kjevik,SN39040,19.06.2022 22:50,32.0
Kjevik,SN39040,19.06.2022 23:20,32.0
Kjevik,SN39040,19.06.2022 23:50,32.0
Kjevik,SN39040,20.06.2022 00:20,32.0
Kjevik,SN39040,20.06.2022 00:50,48.2
Kjevik,SN39040,20.06.2022 01:50,46.4
Kjevik,SN39040,20.06.2022 02:20,46.4
Kjevik,SN39040,20.06.2022 02:50,46.4
Kjevik,SN39040,20.06.2022 03:20,44.6
Kjevik,SN39040,20.06.2022 03:50,44.6
Kjevik,SN39040,20.06.2022 04:20,44.6
Kjevik,SN39040,20.06.2022 04:50,44.6
Kjevik,SN39040,20.06.2022 05:20,46.4
Kjevik,SN39040,20.06.2022 05:50,48.2
Kjevik,SN39040,20.06.2022 06:20,33.8
Kjevik,SN39040,20.06.2022 06:50,37.4
Kjevik,SN39040,20.06.2022 07:20,39.2
Kjevik,SN39040,20.06.2022 07:50,41.0
Kjevik,SN39040,20.06.2022 08:20,42.8
Kjevik,SN39040,20.06.2022 08:50,44.6
Kjevik,SN39040,20.06.2022 09:20,46.4
Kjevik,SN39040,20.06.2022 09:50,46.4
Kjevik,SN39040,20.06.2022 10:20,48.2
Kjevik,SN39040,20.06.2022 10:50,48.2
Kjevik,SN39040,20.06.2022 11:20,46.4
Kjevik,SN39040,20.06.2022 11:50,48.2
Kjevik,SN39040,20.06.2022 12:20,46.4
Kjevik,SN39040,20.06.2022 12:50,46.4
Kjevik,SN39040,20.06.2022 13:20,44.6
Kjevik,SN39040,20.06.2022 13:50,46.4
Kjevik,SN39040,20.06.2022 14:20,46.4
Kjevik,SN39040,20.06.2022 14:50,44.6
Kjevik,SN39040,20.06.2022 15:20,46.4
Kjevik,SN39040,20.06.2022 15:50,46.4
Kjevik,SN39040,20.06.2022 16:20,44.6
Kjevik,SN39040,20.06.2022 16:50,44.6
Kjevik,SN39040,20.06.2022 17:20,44.6
Kjevik,SN39040,20.06.2022 17:50,46.4
Kjevik,SN39040,20.06.2022 18:20,46.4
Kjevik,SN39040,20.06.2022 18:50,46.4
Kjevik,SN39040,20.06.2022 19:20,46.4
Kjevik,SN39040,20.06.2022 19:50,46.4
Kjevik,SN39040,20.06.2022 20:20,46.4
Kjevik,SN39040,20.06.2022 20:50,32.0
Kjevik,SN39040,20.06.2022 21:20,46.4
Kjevik,SN39040,20.06.2022 21:50,44.6
Kjevik,SN39040,20.06.2022 22:20,44.6
Kjevik,SN39040,20.06.2022 22:50,41.0
Kjevik,SN39040,20.06.2022 23:20,42.8
Kjevik,SN39040,20.06.2022 23:50,41.0
Kjevik,SN39040,21.06.2022 00:20,39.2
Kjevik,SN39040,21.06.2022 00:50,35.6
Kjevik,SN39040,21.06.2022 01:20,37.4
Kjevik,SN39040,21.06.2022 01:50,35.6
Kjevik,SN39040,21.06.2022 02:20,35.6
Kjevik,SN39040,21.06.2022 02:50,33.8
Kjevik,SN39040,21.06.2022 03:20,48.2
Kjevik,SN39040,21.06.2022 03:50,46.4
Kjevik,SN39040,21.06.2022 04:20,48.2
Kjevik,SN39040,21.06.2022 04:50,33.8
Kjevik,SN39040,21.06.2022 05:20,37.4
Kjevik,SN39040,21.06.2022 05:50,39.2
Kjevik,SN39040,21.06.2022 06:20,41.0
Kjevik,SN39040,21.06.2022 06:50,41.0
Kjevik,SN39040,21.06.2022 07:20,41.0
Kjevik,SN39040,21.06.2022 07:50,42.8
Kjevik,SN39040,21.06.2022 08:20,44.6
Kjevik,SN39040,21.06.2022 08:50,46.4
Kjevik,SN39040,21.06.2022 09:20,48.2
Kjevik,SN39040,21.06.2022 09:50,32.0
Kjevik,SN39040,21.06.2022 10:20,48.2
Kjevik,SN39040,21.06.2022 10:50,48.2
Kjevik,SN39040,21.06.2022 11:20,46.4
Kjevik,SN39040,21.06.2022 11:50,46.4
Kjevik,SN39040,21.06.2022 12:20,48.2
Kjevik,SN39040,21.06.2022 12:50,48.2
Kjevik,SN39040,21.06.2022 13:20,48.2
Kjevik,SN39040,21.06.2022 13:50,48.2
Kjevik,SN39040,21.06.2022 14:20,46.4
Kjevik,SN39040,21.06.2022 14:50,46.4
Kjevik,SN39040,21.06.2022 15:20,46.4
Kjevik,SN39040,21.06.2022 15:50,46.4
Kjevik,SN39040,21.06.2022 16:20,44.6
Kjevik,SN39040,21.06.2022 16:50,46.4
Kjevik,SN39040,21.06.2022 17:20,46.4
Kjevik,SN39040,21.06.2022 17:50,46.4
Kjevik,SN39040,21.06.2022 18:20,46.4
Kjevik,SN39040,21.06.2022 18:50,44.6
Kjevik,SN39040,21.06.2022 19:20,42.8
Kjevik,SN39040,21.06.2022 19:50,42.8
Kjevik,SN39040,21.06.2022 20:20,42.8
Kjevik,SN39040,21.06.2022 20:50,42.8
Kjevik,SN39040,21.06.2022 21:20,42.8
Kjevik,SN39040,21.06.2022 21:50,41.0
Kjevik,SN39040,21.06.2022 22:20,41.0
Kjevik,SN39040,21.06.2022 22:50,41.0
Kjevik,SN39040,21.06.2022 23:20,39.2
Kjevik,SN39040,21.06.2022 23:50,39.2
Kjevik,SN39040,22.06.2022 00:20,39.2
Kjevik,SN39040,22.06.2022 00:50,39.2
Kjevik,SN39040,22.06.2022 01:20,39.2
Kjevik,SN39040,22.06.2022 01:50,39.2
Kjevik,SN39040,22.06.2022 02:20,39.2
Kjevik,SN39040,22.06.2022 02:50,37.4
Kjevik,SN39040,22.06.2022 03:20,37.4
Kjevik,SN39040,22.06.2022 03:50,33.8
Kjevik,SN39040,22.06.2022 04:20,37.4
Kjevik,SN39040,22.06.2022 04:50,39.2
Kjevik,SN39040,22.06.2022 05:20,39.2
Kjevik,SN39040,22.06.2022 05:50,41.0
Kjevik,SN39040,22.06.2022 06:20,41.0
Kjevik,SN39040,22.06.2022 06:50,42.8
Kjevik,SN39040,22.06.2022 07:20,44.6
Kjevik,SN39040,22.06.2022 07:50,44.6
Kjevik,SN39040,22.06.2022 08:20,46.4
Kjevik,SN39040,22.06.2022 08:50,48.2
Kjevik,SN39040,22.06.2022 09:20,32.0
Kjevik,SN39040,22.06.2022 09:50,32.0
Kjevik,SN39040,22.06.2022 10:20,33.8
Kjevik,SN39040,22.06.2022 10:50,35.6
Kjevik,SN39040,22.06.2022 11:20,37.4
Kjevik,SN39040,22.06.2022 11:50,37.4
Kjevik,SN39040,22.06.2022 12:20,37.4
Kjevik,SN39040,22.06.2022 12:50,39.2
Kjevik,SN39040,22.06.2022 13:20,39.2
Kjevik,SN39040,22.06.2022 13:50,41.0
Kjevik,SN39040,22.06.2022 14:20,41.0
Kjevik,SN39040,22.06.2022 14:50,41.0
Kjevik,SN39040,22.06.2022 15:20,39.2
Kjevik,SN39040,22.06.2022 15:50,39.2
Kjevik,SN39040,22.06.2022 16:20,39.2
Kjevik,SN39040,22.06.2022 16:50,37.4
Kjevik,SN39040,22.06.2022 17:20,35.6
Kjevik,SN39040,22.06.2022 17:50,35.6
Kjevik,SN39040,22.06.2022 18:20,35.6
Kjevik,SN39040,22.06.2022 18:50,33.8
Kjevik,SN39040,22.06.2022 19:20,32.0
Kjevik,SN39040,22.06.2022 19:50,48.2
Kjevik,SN39040,22.06.2022 20:20,46.4
Kjevik,SN39040,22.06.2022 20:50,44.6
Kjevik,SN39040,22.06.2022 21:20,44.6
Kjevik,SN39040,22.06.2022 21:50,42.8
Kjevik,SN39040,22.06.2022 22:20,41.0
Kjevik,SN39040,22.06.2022 22:50,41.0
Kjevik,SN39040,22.06.2022 23:50,41.0
Kjevik,SN39040,23.06.2022 00:20,41.0
Kjevik,SN39040,23.06.2022 00:50,41.0
Kjevik,SN39040,23.06.2022 01:20,41.0
Kjevik,SN39040,23.06.2022 01:50,41.0
Kjevik,SN39040,23.06.2022 02:20,41.0
Kjevik,SN39040,23.06.2022 02:50,41.0
Kjevik,SN39040,23.06.2022 03:20,41.0
Kjevik,SN39040,23.06.2022 03:50,41.0
Kjevik,SN39040,23.06.2022 04:20,41.0
Kjevik,SN39040,23.06.2022 04:50,41.0
Kjevik,SN39040,23.06.2022 05:20,41.0
Kjevik,SN39040,23.06.2022 05:50,41.0
Kjevik,SN39040,23.06.2022 06:20,41.0
Kjevik,SN39040,23.06.2022 06:50,41.0
Kjevik,SN39040,23.06.2022 07:20,42.8
Kjevik,SN39040,23.06.2022 07:50,42.8
Kjevik,SN39040,23.06.2022 08:20,41.0
Kjevik,SN39040,23.06.2022 08:50,41.0
Kjevik,SN39040,23.06.2022 09:20,42.8
Kjevik,SN39040,23.06.2022 09:50,42.8
Kjevik,SN39040,23.06.2022 10:20,44.6
Kjevik,SN39040,23.06.2022 10:50,44.6
Kjevik,SN39040,23.06.2022 11:20,46.4
Kjevik,SN39040,23.06.2022 11:50,46.4
Kjevik,SN39040,23.06.2022 12:20,48.2
Kjevik,SN39040,23.06.2022 12:50,46.4
Kjevik,SN39040,23.06.2022 13:20,46.4
Kjevik,SN39040,23.06.2022 13:50,46.4
Kjevik,SN39040,23.06.2022 14:20,46.4
Kjevik,SN39040,23.06.2022 14:50,46.4
Kjevik,SN39040,23.06.2022 15:20,46.4
Kjevik,SN39040,23.06.2022 15:50,46.4
Kjevik,SN39040,23.06.2022 16:20,46.4
Kjevik,SN39040,23.06.2022 16:50,46.4
Kjevik,SN39040,23.06.2022 17:20,44.6
Kjevik,SN39040,23.06.2022 17:50,44.6
Kjevik,SN39040,23.06.2022 18:20,44.6
Kjevik,SN39040,23.06.2022 18:50,42.8
Kjevik,SN39040,23.06.2022 19:20,42.8
Kjevik,SN39040,23.06.2022 19:50,41.0
Kjevik,SN39040,23.06.2022 20:20,41.0
Kjevik,SN39040,23.06.2022 20:50,41.0
Kjevik,SN39040,23.06.2022 21:20,39.2
Kjevik,SN39040,23.06.2022 21:50,39.2
Kjevik,SN39040,23.06.2022 22:20,35.6
Kjevik,SN39040,23.06.2022 22:50,33.8
Kjevik,SN39040,23.06.2022 23:20,33.8
Kjevik,SN39040,23.06.2022 23:50,33.8
Kjevik,SN39040,24.06.2022 00:20,33.8
Kjevik,SN39040,24.06.2022 00:50,32.0
Kjevik,SN39040,24.06.2022 01:20,32.0
Kjevik,SN39040,24.06.2022 01:50,32.0
Kjevik,SN39040,24.06.2022 02:20,32.0
Kjevik,SN39040,24.06.2022 02:50,32.0
Kjevik,SN39040,24.06.2022 03:20,32.0
Kjevik,SN39040,24.06.2022 03:50,32.0
Kjevik,SN39040,24.06.2022 04:20,32.0
Kjevik,SN39040,24.06.2022 04:50,33.8
Kjevik,SN39040,24.06.2022 05:20,35.6
Kjevik,SN39040,24.06.2022 05:50,37.4
Kjevik,SN39040,24.06.2022 06:20,41.0
Kjevik,SN39040,24.06.2022 06:50,42.8
Kjevik,SN39040,24.06.2022 07:20,44.6
Kjevik,SN39040,24.06.2022 07:50,46.4
Kjevik,SN39040,24.06.2022 08:20,32.0
Kjevik,SN39040,24.06.2022 08:50,33.8
Kjevik,SN39040,24.06.2022 09:20,33.8
Kjevik,SN39040,24.06.2022 09:50,33.8
Kjevik,SN39040,24.06.2022 10:20,35.6
Kjevik,SN39040,24.06.2022 10:50,35.6
Kjevik,SN39040,24.06.2022 11:20,37.4
Kjevik,SN39040,24.06.2022 11:50,35.6
Kjevik,SN39040,24.06.2022 12:20,37.4
Kjevik,SN39040,24.06.2022 12:50,37.4
Kjevik,SN39040,24.06.2022 13:20,39.2
Kjevik,SN39040,24.06.2022 13:50,37.4
Kjevik,SN39040,24.06.2022 14:20,37.4
Kjevik,SN39040,24.06.2022 14:50,37.4
Kjevik,SN39040,24.06.2022 15:20,35.6
Kjevik,SN39040,24.06.2022 15:50,37.4
Kjevik,SN39040,24.06.2022 16:20,37.4
Kjevik,SN39040,24.06.2022 16:50,37.4
Kjevik,SN39040,24.06.2022 17:20,37.4
Kjevik,SN39040,24.06.2022 17:50,37.4
Kjevik,SN39040,24.06.2022 18:20,37.4
Kjevik,SN39040,24.06.2022 18:50,35.6
Kjevik,SN39040,24.06.2022 19:20,35.6
Kjevik,SN39040,24.06.2022 19:50,33.8
Kjevik,SN39040,24.06.2022 20:20,33.8
Kjevik,SN39040,24.06.2022 20:50,33.8
Kjevik,SN39040,24.06.2022 21:20,32.0
Kjevik,SN39040,24.06.2022 21:50,32.0
Kjevik,SN39040,24.06.2022 22:20,48.2
Kjevik,SN39040,24.06.2022 22:50,48.2
Kjevik,SN39040,24.06.2022 23:20,46.4
Kjevik,SN39040,24.06.2022 23:50,48.2
Kjevik,SN39040,25.06.2022 00:20,46.4
Kjevik,SN39040,25.06.2022 01:50,44.6
Kjevik,SN39040,25.06.2022 02:20,44.6
Kjevik,SN39040,25.06.2022 02:50,42.8
Kjevik,SN39040,25.06.2022 03:20,42.8
Kjevik,SN39040,25.06.2022 03:50,42.8
Kjevik,SN39040,25.06.2022 04:20,42.8
Kjevik,SN39040,25.06.2022 04:50,42.8
Kjevik,SN39040,25.06.2022 05:20,42.8
Kjevik,SN39040,25.06.2022 05:50,44.6
Kjevik,SN39040,25.06.2022 06:20,44.6
Kjevik,SN39040,25.06.2022 06:50,48.2
Kjevik,SN39040,25.06.2022 07:20,46.4
Kjevik,SN39040,25.06.2022 07:50,48.2
Kjevik,SN39040,25.06.2022 08:20,32.0
Kjevik,SN39040,25.06.2022 08:50,32.0
Kjevik,SN39040,25.06.2022 09:20,33.8
Kjevik,SN39040,25.06.2022 09:50,32.0
Kjevik,SN39040,25.06.2022 10:20,32.0
Kjevik,SN39040,25.06.2022 10:50,32.0
Kjevik,SN39040,25.06.2022 11:20,32.0
Kjevik,SN39040,25.06.2022 11:50,32.0
Kjevik,SN39040,25.06.2022 12:20,35.6
Kjevik,SN39040,25.06.2022 12:50,35.6
Kjevik,SN39040,25.06.2022 13:20,35.6
Kjevik,SN39040,25.06.2022 13:50,33.8
Kjevik,SN39040,25.06.2022 14:20,32.0
Kjevik,SN39040,25.06.2022 14:50,33.8
Kjevik,SN39040,25.06.2022 15:20,33.8
Kjevik,SN39040,25.06.2022 15:50,33.8
Kjevik,SN39040,25.06.2022 16:20,33.8
Kjevik,SN39040,25.06.2022 16:50,33.8
Kjevik,SN39040,25.06.2022 17:20,33.8
Kjevik,SN39040,25.06.2022 17:50,33.8
Kjevik,SN39040,25.06.2022 18:20,33.8
Kjevik,SN39040,25.06.2022 18:50,32.0
Kjevik,SN39040,25.06.2022 19:20,32.0
Kjevik,SN39040,25.06.2022 19:50,32.0
Kjevik,SN39040,25.06.2022 20:20,32.0
Kjevik,SN39040,25.06.2022 20:50,32.0
Kjevik,SN39040,25.06.2022 21:20,48.2
Kjevik,SN39040,25.06.2022 21:50,46.4
Kjevik,SN39040,25.06.2022 22:20,44.6
Kjevik,SN39040,25.06.2022 22:50,44.6
Kjevik,SN39040,26.06.2022 00:20,44.6
Kjevik,SN39040,26.06.2022 00:50,44.6
Kjevik,SN39040,26.06.2022 01:20,44.6
Kjevik,SN39040,26.06.2022 01:50,44.6
Kjevik,SN39040,26.06.2022 02:20,42.8
Kjevik,SN39040,26.06.2022 02:50,42.8
Kjevik,SN39040,26.06.2022 03:20,42.8
Kjevik,SN39040,26.06.2022 03:50,41.0
Kjevik,SN39040,26.06.2022 04:20,42.8
Kjevik,SN39040,26.06.2022 04:50,42.8
Kjevik,SN39040,26.06.2022 05:20,44.6
Kjevik,SN39040,26.06.2022 05:50,46.4
Kjevik,SN39040,26.06.2022 06:20,46.4
Kjevik,SN39040,26.06.2022 06:50,46.4
Kjevik,SN39040,26.06.2022 07:20,48.2
Kjevik,SN39040,26.06.2022 07:50,48.2
Kjevik,SN39040,26.06.2022 08:20,48.2
Kjevik,SN39040,26.06.2022 08:50,48.2
Kjevik,SN39040,26.06.2022 09:20,32.0
Kjevik,SN39040,26.06.2022 09:50,35.6
Kjevik,SN39040,26.06.2022 10:20,37.4
Kjevik,SN39040,26.06.2022 10:50,35.6
Kjevik,SN39040,26.06.2022 11:20,37.4
Kjevik,SN39040,26.06.2022 11:50,35.6
Kjevik,SN39040,26.06.2022 12:20,33.8
Kjevik,SN39040,26.06.2022 12:50,35.6
Kjevik,SN39040,26.06.2022 13:20,35.6
Kjevik,SN39040,26.06.2022 13:50,33.8
Kjevik,SN39040,26.06.2022 14:20,32.0
Kjevik,SN39040,26.06.2022 14:50,48.2
Kjevik,SN39040,26.06.2022 15:20,48.2
Kjevik,SN39040,26.06.2022 15:50,48.2
Kjevik,SN39040,26.06.2022 16:20,33.8
Kjevik,SN39040,26.06.2022 16:50,32.0
Kjevik,SN39040,26.06.2022 17:20,32.0
Kjevik,SN39040,26.06.2022 17:50,32.0
Kjevik,SN39040,26.06.2022 18:20,48.2
Kjevik,SN39040,26.06.2022 18:50,32.0
Kjevik,SN39040,26.06.2022 19:20,32.0
Kjevik,SN39040,26.06.2022 19:50,32.0
Kjevik,SN39040,26.06.2022 20:20,48.2
Kjevik,SN39040,26.06.2022 20:50,48.2
Kjevik,SN39040,26.06.2022 21:20,46.4
Kjevik,SN39040,26.06.2022 21:50,46.4
Kjevik,SN39040,26.06.2022 22:20,44.6
Kjevik,SN39040,26.06.2022 22:50,44.6
Kjevik,SN39040,26.06.2022 23:20,42.8
Kjevik,SN39040,26.06.2022 23:50,42.8
Kjevik,SN39040,27.06.2022 00:50,42.8
Kjevik,SN39040,27.06.2022 01:20,41.0
Kjevik,SN39040,27.06.2022 02:20,42.8
Kjevik,SN39040,27.06.2022 02:50,41.0
Kjevik,SN39040,27.06.2022 03:20,39.2
Kjevik,SN39040,27.06.2022 03:50,39.2
Kjevik,SN39040,27.06.2022 04:20,39.2
Kjevik,SN39040,27.06.2022 04:50,41.0
Kjevik,SN39040,27.06.2022 05:20,41.0
Kjevik,SN39040,27.06.2022 05:50,41.0
Kjevik,SN39040,27.06.2022 06:20,41.0
Kjevik,SN39040,27.06.2022 06:50,39.2
Kjevik,SN39040,27.06.2022 07:20,39.2
Kjevik,SN39040,27.06.2022 07:50,39.2
Kjevik,SN39040,27.06.2022 08:20,39.2
Kjevik,SN39040,27.06.2022 08:50,37.4
Kjevik,SN39040,27.06.2022 09:20,35.6
Kjevik,SN39040,27.06.2022 09:50,35.6
Kjevik,SN39040,27.06.2022 10:20,37.4
Kjevik,SN39040,27.06.2022 10:50,39.2
Kjevik,SN39040,27.06.2022 11:20,39.2
Kjevik,SN39040,27.06.2022 11:50,41.0
Kjevik,SN39040,27.06.2022 12:20,41.0
Kjevik,SN39040,27.06.2022 12:50,42.8
Kjevik,SN39040,27.06.2022 13:20,41.0
Kjevik,SN39040,27.06.2022 13:50,42.8
Kjevik,SN39040,27.06.2022 14:20,42.8
Kjevik,SN39040,27.06.2022 14:50,42.8
Kjevik,SN39040,27.06.2022 15:20,42.8
Kjevik,SN39040,27.06.2022 15:50,42.8
Kjevik,SN39040,27.06.2022 16:20,42.8
Kjevik,SN39040,27.06.2022 16:50,42.8
Kjevik,SN39040,27.06.2022 17:20,42.8
Kjevik,SN39040,27.06.2022 17:50,42.8
Kjevik,SN39040,27.06.2022 18:20,41.0
Kjevik,SN39040,27.06.2022 18:50,41.0
Kjevik,SN39040,27.06.2022 19:20,41.0
Kjevik,SN39040,27.06.2022 19:50,41.0
Kjevik,SN39040,27.06.2022 20:20,41.0
Kjevik,SN39040,27.06.2022 20:50,39.2
Kjevik,SN39040,27.06.2022 21:20,39.2
Kjevik,SN39040,27.06.2022 21:50,39.2
Kjevik,SN39040,27.06.2022 22:20,39.2
Kjevik,SN39040,27.06.2022 22:50,39.2
Kjevik,SN39040,27.06.2022 23:20,37.4
Kjevik,SN39040,27.06.2022 23:50,39.2
Kjevik,SN39040,28.06.2022 00:20,39.2
Kjevik,SN39040,28.06.2022 00:50,37.4
Kjevik,SN39040,28.06.2022 01:20,37.4
Kjevik,SN39040,28.06.2022 01:50,37.4
Kjevik,SN39040,28.06.2022 02:20,37.4
Kjevik,SN39040,28.06.2022 02:50,37.4
Kjevik,SN39040,28.06.2022 03:20,37.4
Kjevik,SN39040,28.06.2022 03:50,37.4
Kjevik,SN39040,28.06.2022 04:20,37.4
Kjevik,SN39040,28.06.2022 04:50,33.8
Kjevik,SN39040,28.06.2022 05:20,33.8
Kjevik,SN39040,28.06.2022 05:50,35.6
Kjevik,SN39040,28.06.2022 06:20,37.4
Kjevik,SN39040,28.06.2022 06:50,41.0
Kjevik,SN39040,28.06.2022 07:20,42.8
Kjevik,SN39040,28.06.2022 07:50,42.8
Kjevik,SN39040,28.06.2022 08:20,44.6
Kjevik,SN39040,28.06.2022 08:50,46.4
Kjevik,SN39040,28.06.2022 09:20,46.4
Kjevik,SN39040,28.06.2022 09:50,48.2
Kjevik,SN39040,28.06.2022 10:20,48.2
Kjevik,SN39040,28.06.2022 10:50,48.2
Kjevik,SN39040,28.06.2022 11:20,32.0
Kjevik,SN39040,28.06.2022 11:50,32.0
Kjevik,SN39040,28.06.2022 12:20,32.0
Kjevik,SN39040,28.06.2022 12:50,33.8
Kjevik,SN39040,28.06.2022 13:20,33.8
Kjevik,SN39040,28.06.2022 13:50,32.0
Kjevik,SN39040,28.06.2022 14:20,48.2
Kjevik,SN39040,28.06.2022 14:50,46.4
Kjevik,SN39040,28.06.2022 15:20,48.2
Kjevik,SN39040,28.06.2022 15:50,48.2
Kjevik,SN39040,28.06.2022 16:20,48.2
Kjevik,SN39040,28.06.2022 16:50,48.2
Kjevik,SN39040,28.06.2022 17:20,46.4
Kjevik,SN39040,28.06.2022 17:50,46.4
Kjevik,SN39040,28.06.2022 18:20,48.2
Kjevik,SN39040,28.06.2022 18:50,46.4
Kjevik,SN39040,28.06.2022 19:20,46.4
Kjevik,SN39040,28.06.2022 19:50,46.4
Kjevik,SN39040,28.06.2022 20:20,44.6
Kjevik,SN39040,28.06.2022 20:50,44.6
Kjevik,SN39040,28.06.2022 21:20,42.8
Kjevik,SN39040,28.06.2022 21:50,41.0
Kjevik,SN39040,28.06.2022 22:20,35.6
Kjevik,SN39040,28.06.2022 22:50,35.6
Kjevik,SN39040,28.06.2022 23:20,33.8
Kjevik,SN39040,28.06.2022 23:50,32.0
Kjevik,SN39040,29.06.2022 00:20,48.2
Kjevik,SN39040,29.06.2022 00:50,46.4
Kjevik,SN39040,29.06.2022 01:20,46.4
Kjevik,SN39040,29.06.2022 01:50,46.4
Kjevik,SN39040,29.06.2022 02:20,44.6
Kjevik,SN39040,29.06.2022 02:50,44.6
Kjevik,SN39040,29.06.2022 03:20,44.6
Kjevik,SN39040,29.06.2022 03:50,44.6
Kjevik,SN39040,29.06.2022 04:20,44.6
Kjevik,SN39040,29.06.2022 04:50,46.4
Kjevik,SN39040,29.06.2022 05:20,48.2
Kjevik,SN39040,29.06.2022 05:50,33.8
Kjevik,SN39040,29.06.2022 06:20,33.8
Kjevik,SN39040,29.06.2022 06:50,37.4
Kjevik,SN39040,29.06.2022 07:20,41.0
Kjevik,SN39040,29.06.2022 07:50,44.6
Kjevik,SN39040,29.06.2022 08:20,44.6
Kjevik,SN39040,29.06.2022 08:50,46.4
Kjevik,SN39040,29.06.2022 09:20,46.4
Kjevik,SN39040,29.06.2022 09:50,46.4
Kjevik,SN39040,29.06.2022 10:20,48.2
Kjevik,SN39040,29.06.2022 10:50,48.2
Kjevik,SN39040,29.06.2022 11:20,48.2
Kjevik,SN39040,29.06.2022 11:50,48.2
Kjevik,SN39040,29.06.2022 12:20,32.0
Kjevik,SN39040,29.06.2022 12:50,32.0
Kjevik,SN39040,29.06.2022 13:20,32.0
Kjevik,SN39040,29.06.2022 13:50,32.0
Kjevik,SN39040,29.06.2022 14:20,32.0
Kjevik,SN39040,29.06.2022 14:50,32.0
Kjevik,SN39040,29.06.2022 15:20,33.8
Kjevik,SN39040,29.06.2022 15:50,33.8
Kjevik,SN39040,29.06.2022 16:20,32.0
Kjevik,SN39040,29.06.2022 16:50,48.2
Kjevik,SN39040,29.06.2022 17:20,32.0
Kjevik,SN39040,29.06.2022 17:50,32.0
Kjevik,SN39040,29.06.2022 18:20,32.0
Kjevik,SN39040,29.06.2022 18:50,48.2
Kjevik,SN39040,29.06.2022 19:20,48.2
Kjevik,SN39040,29.06.2022 19:50,46.4
Kjevik,SN39040,29.06.2022 20:20,46.4
Kjevik,SN39040,29.06.2022 20:50,44.6
Kjevik,SN39040,29.06.2022 21:20,42.8
Kjevik,SN39040,29.06.2022 21:50,41.0
